date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2014-09-01,0.04220812690485562,2.701849449931097,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,9,seasonal,event_characterisation
2014-10-01,0.04217017106960489,2.6932363266760824,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,9,seasonal,event_characterisation
2014-11-01,0.030082669445447498,3.5039317538734913,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,9,seasonal,event_characterisation
2014-12-01,0.09191407942056433,5.9776074334509515,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2015-01-01,0.3065279649114476,29.409760940322194,20.0,0.07013,True,low,,,unspecified,disabled,False,False,False,True,10,False,,seasonal,event_characterisation
2015-02-01,0.20483683035868241,2.908675401907829,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,10,False,,seasonal,event_characterisation
2015-03-01,0.15842364652430435,3.1284099393814455,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,10,False,,seasonal,event_characterisation
2015-04-01,0.09651027188361545,3.0143452529759025,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,True,10,False,,seasonal,event_characterisation
2015-05-01,0.0769193724754709,2.737689366155894,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2015-06-01,0.06902651771257255,2.70596732200276,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2015-07-01,0.04280043590515907,2.691190339923495,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2015-08-01,0.045584374456644254,2.692873746745244,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2015-09-01,0.03851782936327823,2.697202507144027,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2015-10-01,0.034685188755185004,2.697568786870078,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2015-11-01,0.03549511636944403,2.718480029411892,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2015-12-01,0.04423965792420167,4.067181177454647,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,True,10,seasonal,event_characterisation
2016-01-01,0.07482937553071797,2.9333345370000425,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-02-01,0.1251929269936307,4.689427535496483,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-03-01,0.11706123775514146,2.781054665843191,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-04-01,0.062481478677373074,2.705031273813963,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-05-01,0.08443714396086158,2.721539760052741,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
2016-06-01,0.0598381434126415,2.716604233239086,20.0,0.07013,True,usable,,,unspecified,disabled,False,False,False,False,,False,,seasonal,event_characterisation
