date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2009-04-01,0.10367023543152307,0.015176579037201505,True,0.20658495393755041,-0.10291471850602735,20.0,usable,,,unspecified,False,False,False,,True,3,aseasonal,event_characterisation
2009-05-01,0.12176238635142633,0.015299218059724345,True,0.18936043038162376,-0.06759804403019742,30.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-06-01,0.2797712022218483,4.120867379203475,True,0.17944724673640208,0.10032395548544623,75.0,usable,,,unspecified,False,False,True,3,False,,aseasonal,event_characterisation
2009-07-01,0.20539023961540448,0.015188842939453788,True,0.1855930630121393,0.019797176603265187,55.0,usable,,,unspecified,False,False,True,3,False,,aseasonal,event_characterisation
2009-08-01,0.16060778282942856,0.01509686367256166,True,0.15962929144496968,0.0009784913844588794,50.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-09-01,0.1347402166306225,0.01577137829643728,True,0.16359240173932482,-0.028852185108702327,40.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2009-10-01,0.1119621938702416,0.015446384886751754,True,0.1394760413710151,-0.0275138475007735,35.0,usable,,,unspecified,False,False,False,,True,4,aseasonal,event_characterisation
2009-11-01,0.09948415123783264,4.899551588809999,True,0.13080379607432513,-0.031319644836492494,35.0,usable,,,unspecified,False,False,False,,True,4,aseasonal,event_characterisation
2009-12-01,0.07447334836466818,10.861396258761715,True,0.1302814891587041,-0.055808140794035926,20.0,usable,,,unspecified,False,False,False,,True,4,aseasonal,event_characterisation
2010-01-01,0.10065894103825715,0.015127523428192369,True,0.1253924664088797,-0.02473352537062254,35.0,usable,,,unspecified,False,False,False,,True,4,aseasonal,event_characterisation
2010-02-01,0.1368923629646701,0.0646736885274199,True,0.16263768478669205,-0.025745321822021938,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2010-03-01,0.7385354493751288,2.321918481473812,True,0.15637098604333505,0.5821644633317937,100.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-04-01,0.37246175579068896,0.4052422540733478,True,0.17403698624851938,0.1984247695421696,90.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-05-01,0.3078193976446869,2.8192810373151915,True,0.15563331902255123,0.15218607862213568,95.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-06-01,0.2867111376958216,6.137954306294516,True,0.17944724673640208,0.10726389095941954,85.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-07-01,0.2521457078108643,7.249468559125775,True,0.1855930630121393,0.06655264479872502,70.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-08-01,0.26078946416207055,0.015532232202517742,True,0.1560539218950326,0.10473554226703796,80.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-09-01,0.3161974037473924,57.78576593864259,True,0.1527605286914947,0.1634368750558977,90.0,low,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-10-01,0.629712660223957,4.345627915781085,True,0.13621118739818822,0.4935014728257688,100.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-11-01,0.2792802929989926,2.8896513084387974,True,0.11766673003751643,0.16161356296147616,95.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2010-12-01,0.7200234776264904,0.019242062633833667,True,0.12511374750967297,0.5949097301168175,100.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-01-01,0.6253001197159568,0.242304048749502,True,0.11664399483943122,0.5086561248765256,100.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-02-01,0.22514968919784498,4.669339747681248,True,0.14649947936756108,0.0786502098302839,70.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
2011-03-01,0.31882923395749424,1.8708521566348049,True,0.15637098604333505,0.1624582479141592,80.0,usable,,,unspecified,False,False,True,4,False,,aseasonal,event_characterisation
