date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2012-06-01,6.042813030574578,0.7207496958150102,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
2012-07-01,6.333582549327837,3.121143486708426,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2012-08-01,6.335096742521618,7.142097656672708,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2012-09-01,5.880904898120428,0.976804268506268,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2012-10-01,4.604077828152052,6.799660956748985,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,False,False,False,,True,5,seasonal,per_year_detection
2012-11-01,4.710061548465431,13.080331607827404,20.0,5.72079,True,usable,2012,medium,receding,interval_boundary,False,False,True,False,,True,5,seasonal,per_year_detection
2012-12-01,5.461556785863324,11.99603041887602,20.0,5.72079,True,usable,2013,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-01-01,5.893055449794924,51.227108830545866,20.0,5.72079,True,low,2013,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-02-01,7.003129347921549,42.90058438960715,20.0,5.72079,True,low,2013,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-03-01,8.702295055370294,31.20936109275088,20.0,5.72079,True,low,2013,medium,rising,interval_boundary,False,False,False,True,9,False,,seasonal,per_year_detection
2013-04-01,8.867688567262716,0.2196504068933767,20.0,5.72079,True,usable,2013,medium,rising,interval_boundary,True,False,False,True,9,False,,seasonal,per_year_detection
2013-05-01,5.562766004988529,0.4415631130595373,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-06-01,5.583502087472037,0.0330295693826449,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-07-01,5.514918090748379,0.0228680751490572,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-08-01,5.4521266816450025,0.0211713506944693,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
2013-09-01,5.355184925036205,0.1014264173964781,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2013-10-01,5.00066157884651,0.8331671171784302,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,False,False,,True,6,seasonal,per_year_detection
2013-11-01,4.480678639710827,4.53962398323787,20.0,5.72079,True,usable,2013,medium,receding,interval_boundary,False,False,True,False,,True,6,seasonal,per_year_detection
2013-12-01,6.271389040464889,16.425895182395994,20.0,5.72079,True,usable,2014,medium,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-01-01,8.322847672618643,4.724642358763714,20.0,5.72079,True,usable,2014,medium,rising,provisional,False,False,False,True,10,False,,seasonal,per_year_detection
2014-02-01,13.64666383152392,24.15051604931661,20.0,5.72079,True,low,2014,medium,rising,provisional,True,False,False,True,10,False,,seasonal,per_year_detection
2014-03-01,7.858277299142544,0.3614400138151075,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,True,10,False,,seasonal,per_year_detection
2014-04-01,5.461418788377023,8.109683055642382,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-05-01,5.518371912737775,0.0259975891430749,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-06-01,5.465028966371403,0.0243574221703066,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-07-01,5.898005479886027,0.0246590620733444,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,True,False,False,,False,,seasonal,per_year_detection
2014-08-01,5.797344128491955,0.0230000426066363,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-09-01,5.465514063458326,0.0708288197320759,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2014-10-01,5.023745605214981,0.0275623461400838,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,False,False,,True,7,seasonal,per_year_detection
2014-11-01,4.790451686785935,0.040042697128275,20.0,5.72079,True,usable,2014,medium,receding,provisional,False,False,True,False,,True,7,seasonal,per_year_detection
2014-12-01,3.391556188571189,33.06322108432758,20.0,5.72079,True,low,2015,low,rising,interval_boundary,False,False,False,False,,True,7,seasonal,per_year_detection
2015-01-01,14.290701413668222,32.87390434018345,20.0,5.72079,True,low,2015,low,rising,interval_boundary,True,False,False,True,11,False,,seasonal,per_year_detection
2015-02-01,7.20498031149392,1.7278687745765824,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,True,11,False,,seasonal,per_year_detection
2015-03-01,6.227163845897321,9.152866955310918,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-04-01,5.233839315447647,0.023603322412712,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-05-01,4.704872736214292,0.0229811901126964,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-06-01,5.141047138664296,0.0269590663340081,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
2015-07-01,5.276647710194142,0.0247344720491039,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-08-01,5.349409722582342,0.0249418494824424,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-09-01,5.076271924713507,0.0202852834792956,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2015-10-01,4.318139470609523,0.1369633684731252,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,False,False,,True,8,seasonal,per_year_detection
2015-11-01,4.503139268868147,0.0404951569828317,20.0,5.72079,True,usable,2015,low,receding,interval_boundary,False,False,True,False,,True,8,seasonal,per_year_detection
2015-12-01,5.313607458682476,8.925864075780993,20.0,5.72079,True,usable,2016,low,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2016-01-01,5.820871252508695,13.62607360239864,20.0,5.72079,True,usable,2016,low,rising,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2016-02-01,8.789349635148561,0.1676929335951065,20.0,5.72079,True,usable,2016,low,rising,provisional,True,False,False,True,12,False,,seasonal,per_year_detection
2016-03-01,5.600172060735996,5.9461142936215605,20.0,5.72079,True,usable,2016,low,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection
2016-04-01,5.193904955288096,0.0240557822672687,20.0,5.72079,True,usable,2016,low,receding,provisional,False,True,False,False,,False,,seasonal,per_year_detection
2016-05-01,4.757732192184033,0.0832903182263272,20.0,5.72079,True,usable,2016,low,receding,provisional,False,False,True,False,,True,9,seasonal,per_year_detection
2016-06-01,4.90210451878928,5.357652547782589,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,True,9,seasonal,per_year_detection
2016-07-01,5.022509450122249,0.0232262725339146,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,True,9,seasonal,per_year_detection
2016-08-01,5.165084484457002,0.0210016782490105,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2016-09-01,5.101333372345828,0.7742153686284697,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2016-10-01,5.097411792385,1.2792736812774752,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2016-11-01,6.392554903119107,7.643479733003439,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2016-12-01,6.3097474788964885,4.303779284050149,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-01-01,11.750276465265909,54.05618948113789,20.0,5.72079,True,low,2017,medium,rising,interval_boundary,False,False,False,True,13,False,,seasonal,per_year_detection
2017-02-01,11.683499585067796,9.856724816555808,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,False,False,False,True,13,False,,seasonal,per_year_detection
2017-03-01,12.076366718396928,11.405023586355169,20.0,5.72079,True,usable,2017,medium,rising,interval_boundary,True,False,False,True,13,False,,seasonal,per_year_detection
2017-04-01,6.884577545895199,3.4386383371497065,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,True,13,False,,seasonal,per_year_detection
2017-05-01,5.720789666667861,0.0224156152945004,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-06-01,5.24305310905518,0.1978569238988918,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-07-01,5.449097449097449,0.0247533245430438,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,True,False,False,,False,,seasonal,per_year_detection
2017-08-01,5.614520349629651,0.0665304511137864,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-09-01,5.305530374454779,0.2388799507120398,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-10-01,5.12061351297627,0.2273987819026615,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,False,False,,False,,seasonal,per_year_detection
2017-11-01,5.219752628610719,7.269144613333464,20.0,5.72079,True,usable,2017,medium,receding,interval_boundary,False,False,True,False,,False,,seasonal,per_year_detection
2017-12-01,6.428517645622957,23.38433184310653,20.0,5.72079,True,low,2018,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-01-01,8.211402006361634,62.245430061206505,20.0,5.72079,True,low,2018,high,rising,ok,False,False,False,True,14,False,,seasonal,per_year_detection
2018-02-01,20.90736599627558,19.64805033163422,20.0,5.72079,True,usable,2018,high,rising,ok,True,False,False,True,14,False,,seasonal,per_year_detection
2018-03-01,10.262024361043151,13.077937341097044,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,True,14,False,,seasonal,per_year_detection
2018-04-01,7.3599966787188915,0.0976182136206252,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,True,14,False,,seasonal,per_year_detection
2018-05-01,5.935255664921892,0.0238295523399904,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-06-01,6.194419757304832,0.0246402095794046,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-07-01,6.084278200390072,0.0228303701611775,20.0,5.72079,True,usable,2018,high,receding,ok,False,True,False,False,,False,,seasonal,per_year_detection
2018-08-01,5.998258783535718,0.0216615155369058,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-09-01,5.445280942563215,0.0190787238671442,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-10-01,5.05879504568632,0.0188524939398658,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
2018-11-01,5.238389094366524,5.53867419459318,20.0,5.72079,True,usable,2018,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection
