catchment,comparison,date,extent_pct_before,invalid_pct_before,usable_month_before,reference_median_pct_before,anomaly_pct_before,condition_percentile_before,quality_state_before,hy_year_before,confidence_before,phase_before,is_hy_peak_before,is_hy_trough_before,in_wet_event_before,wet_event_id_before,in_low_spell_before,low_spell_id_before,regime_before,route_before,extent_pct_after,invalid_pct_after,usable_month_after,reference_median_pct_after,anomaly_pct_after,condition_percentile_after,quality_state_after,hy_year_after,confidence_after,phase_after,is_hy_peak_after,is_hy_trough_after,in_wet_event_after,wet_event_id_after,in_low_spell_after,low_spell_id_after,regime_after,route_after,_merge
daly_river_nt,old_default_vs_new_default,2009-02-01,1.587771388693991,8.972103865680038,True,0.3751912466847388,1.2125801420092523,95.0,usable,2009.0,high,rising,True,False,True,6.0,False,,seasonal,per_year_detection,1.587771388693991,8.972103865680038,True,0.3751912466847388,1.2125801420092523,95.0,usable,2009.0,high,rising,True,False,True,6.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-03-01,0.3389790987324937,1.9317953746080525,True,0.2765672652532488,0.0624118334792449,70.0,usable,2009.0,high,receding,False,False,True,6.0,False,,seasonal,per_year_detection,0.3389790987324937,1.9317953746080525,True,0.2765672652532488,0.0624118334792449,70.0,usable,2009.0,high,receding,False,False,True,6.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-04-01,0.2361402148015503,1.9378921531531828,True,0.2576491219675146,-0.0215089071659642,45.0,usable,2009.0,high,receding,False,False,True,6.0,False,,seasonal,per_year_detection,0.2361402148015503,1.9378921531531828,True,0.2576491219675146,-0.0215089071659642,45.0,usable,2009.0,high,receding,False,False,True,6.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-05-01,0.1864215122994165,1.9269159776396616,True,0.1958005994452056,-0.009379087145789,35.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1864215122994165,1.9269159776396616,True,0.1958005994452056,-0.009379087145789,35.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-06-01,0.1854796616905452,1.9238264606111253,True,0.2148482324342259,-0.0293685707436807,30.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1854796616905452,1.9238264606111253,True,0.2148482324342259,-0.0293685707436807,30.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-07-01,0.1836918914799509,1.9311603620558613,True,0.1857549788573076,-0.0020630873773567,45.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1836918914799509,1.9311603620558613,True,0.1857549788573076,-0.0020630873773567,45.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-08-01,0.1545029264901446,2.1694364839387887,True,0.1622104841398542,-0.0077075576497095,35.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1545029264901446,2.1694364839387887,True,0.1622104841398542,-0.0077075576497095,35.0,usable,2009.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-09-01,0.140253221542374,1.947817103224087,True,0.1432960741163559,-0.0030428525739818,35.0,usable,2009.0,high,receding,False,False,False,,True,5.0,seasonal,per_year_detection,0.140253221542374,1.947817103224087,True,0.1432960741163559,-0.0030428525739818,35.0,usable,2009.0,high,receding,False,False,False,,True,5.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-10-01,0.1181668745881031,1.957635121129467,True,0.13388042442049,-0.0157135498323869,10.0,usable,2009.0,high,receding,False,False,False,,True,5.0,seasonal,per_year_detection,0.1181668745881031,1.957635121129467,True,0.13388042442049,-0.0157135498323869,10.0,usable,2009.0,high,receding,False,False,False,,True,5.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-11-01,0.097539202913639,4.051880196491967,True,0.1264014363178788,-0.0288622334042397,15.0,usable,2009.0,high,receding,False,True,False,,True,5.0,seasonal,per_year_detection,0.097539202913639,4.051880196491967,True,0.1264014363178788,-0.0288622334042397,15.0,usable,2009.0,high,receding,False,True,False,,True,5.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2009-12-01,0.1277974362830386,9.148959796795983,True,0.1633832293360736,-0.0355857930530349,20.0,usable,2010.0,high,rising,False,False,False,,True,5.0,seasonal,per_year_detection,0.1277974362830386,9.148959796795983,True,0.1633832293360736,-0.0355857930530349,20.0,usable,2010.0,high,rising,False,False,False,,True,5.0,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-01-01,0.760123932392482,47.85872451312962,True,0.232649004359559,0.527474928032923,100.0,low,2010.0,high,rising,True,False,True,7.0,False,,seasonal,per_year_detection,0.760123932392482,47.85872451312962,True,0.232649004359559,0.527474928032923,100.0,low,2010.0,high,rising,True,False,True,7.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-02-01,0.4786466609887059,6.639299709473532,True,0.3751912466847388,0.1034554143039671,55.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,0.4786466609887059,6.639299709473532,True,0.3751912466847388,0.1034554143039671,55.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-03-01,0.2702446558489255,4.0429768598793805,True,0.2860282763644901,-0.0157836205155646,40.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,0.2702446558489255,4.0429768598793805,True,0.2860282763644901,-0.0157836205155646,40.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-04-01,0.2356468976048224,1.986720670152107,True,0.2576491219675146,-0.0220022243626921,40.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,0.2356468976048224,1.986720670152107,True,0.2576491219675146,-0.0220022243626921,40.0,usable,2010.0,high,receding,False,False,True,7.0,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-05-01,0.1966600470941533,7.975570112953269,True,0.1918789347204079,0.0047811123737453,55.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1966600470941533,7.975570112953269,True,0.1918789347204079,0.0047811123737453,55.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-06-01,0.2296472323293022,8.387782095278205,True,0.2043228575118748,0.0253243748174274,75.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.2296472323293022,8.387782095278205,True,0.2043228575118748,0.0253243748174274,75.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
daly_river_nt,old_default_vs_new_default,2010-07-01,0.1369469740173342,4.452961362940931,True,0.1857549788573076,-0.0488080048399733,0.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,0.1369469740173342,4.452961362940931,True,0.1857549788573076,-0.0488080048399733,0.0,usable,2010.0,high,receding,False,False,False,,False,,seasonal,per_year_detection,both
