date,extent_pct,invalid_pct,max_invalid_pct,baseline_extent_pct,usable_month,quality_state,hy_year,confidence,phase,phase_status,is_hy_peak,is_hy_mid_dry,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route,rainfall_mm,rain_anomaly_mm
2012-06-01,0.07623050592949325,9.27148697679087,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,True,False,False,,False,,seasonal,per_year_detection,0.0032630098452853,-0.428888888888828
2012-07-01,0.0691283886375457,8.57418050414776,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,0.0404219409282508,-0.013839662447251398
2012-08-01,0.058017458139887554,5.467240293974494,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,False,False,,False,,seasonal,per_year_detection,0.0052883263009798,-0.005288326300984099
2012-09-01,0.03689587350509789,4.652673735223248,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,False,False,,True,7,seasonal,per_year_detection,0.244163150492213,-0.0705766526019792
2012-10-01,0.032718986816790536,6.300318193691426,20.0,0.073039,True,usable,2012,medium,receding,provisional,False,False,True,False,,True,7,seasonal,per_year_detection,16.437805907172812,4.351954992967649
2012-11-01,0.026212281029085023,42.42437877066891,20.0,0.073039,True,low,2013,high,rising,ok,False,False,False,False,,True,7,seasonal,per_year_detection,53.90481012658209,15.0545428973277
2012-12-01,0.01968934533764871,21.051625735870456,20.0,0.073039,True,low,2013,high,rising,ok,False,False,False,False,,True,7,seasonal,per_year_detection,139.13192686357226,25.620646976090015
2013-01-01,0.034634335393416274,33.421862882963254,20.0,0.073039,True,low,2013,high,rising,ok,False,False,False,False,,True,7,seasonal,per_year_detection,100.18855133614608,-86.13547116736993
2013-02-01,0.1094807577544005,13.450912445401354,20.0,0.073039,True,usable,2013,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection,138.99637130801668,20.299437412095642
2013-03-01,0.1945817754905184,8.452022126396802,20.0,0.073039,True,usable,2013,high,rising,ok,True,False,False,True,8,False,,seasonal,per_year_detection,87.5959212376932,0.0
2013-04-01,0.08318414154018573,3.3121381887936896,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,23.20554149085776,14.9867229254571
2013-05-01,0.08490281952007007,4.043145981436169,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,56.91206751054835,56.15125175808708
2013-06-01,0.07921444409690298,4.284709587941789,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,30.008832630098272,29.57668073136416
2013-07-01,0.05134274177780298,2.782953338002057,20.0,0.073039,True,usable,2013,high,receding,ok,False,True,False,False,,True,8,seasonal,per_year_detection,0.0200562587904248,-0.0342053445850774
2013-08-01,0.03916931167726513,2.786981727104873,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,True,8,seasonal,per_year_detection,0.0011251758087192,-0.0094514767932447
2013-09-01,0.0366094014580395,2.7917930284936947,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,True,8,seasonal,per_year_detection,0.5740365682137187,0.25929676511952654
2013-10-01,0.0325113909665242,2.8583877696441067,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,False,False,,True,8,seasonal,per_year_detection,12.085850914205164,0.0
2013-11-01,0.02993453786963711,2.793755861778113,20.0,0.073039,True,usable,2013,high,receding,ok,False,False,True,False,,True,8,seasonal,per_year_detection,53.96154711673681,15.111279887482418
2013-12-01,0.10380210390309445,42.56309676123994,20.0,0.073039,True,low,2014,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection,106.6204219409281,-6.890857946554149
2014-01-01,0.1312335436997358,9.0907489918246,20.0,0.073039,True,usable,2014,high,rising,ok,False,False,False,False,,False,,seasonal,per_year_detection,186.324022503516,0.0
2014-02-01,0.8168978959305887,10.035773168729758,20.0,0.073039,True,usable,2014,high,rising,ok,True,False,False,True,9,False,,seasonal,per_year_detection,186.033445850914,67.33651195499297
2014-03-01,0.1885772904191177,4.25130070326438,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,True,9,False,,seasonal,per_year_detection,30.69563994374103,-56.900281293952176
2014-04-01,0.10820565810222534,2.801761741430872,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,True,9,False,,seasonal,per_year_detection,31.23445850914188,23.01563994374122
2014-05-01,0.08573588812490322,3.0477303863305663,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,7.86196905766509,7.101153305203818
2014-06-01,0.07100647105150786,2.7984885017670402,20.0,0.073039,True,usable,2014,high,receding,ok,False,False,False,False,,False,,seasonal,per_year_detection,0.0098734177215133,-0.4222784810126
